country_code,country,measure_code,measure,unit_code,unit,market_type_code,market_type,pharmaceutical_code,pharmaceutical,year,value,obs_status,obs_status2,obs_status3,unit_multiplier,decimals
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,_T,Total,_Z,Not applicable,2019,18,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,_T,Total,_Z,Not applicable,2020,19,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,_T,Total,_Z,Not applicable,2021,20,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,_T,Total,_Z,Not applicable,2007,34,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,_T,Total,_Z,Not applicable,2008,35,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,_T,Total,_Z,Not applicable,2009,39,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,_T,Total,_Z,Not applicable,2010,34,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,_T,Total,_Z,Not applicable,2011,36,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,_T,Total,_Z,Not applicable,2012,39,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,_T,Total,_Z,Not applicable,2013,40,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,_T,Total,_Z,Not applicable,2014,40,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,_T,Total,_Z,Not applicable,2015,42,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,_T,Total,_Z,Not applicable,2016,42,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,_T,Total,_Z,Not applicable,2017,43,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,_T,Total,_Z,Not applicable,2018,44,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,_T,Total,_Z,Not applicable,2019,45,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,_T,Total,_Z,Not applicable,2020,47,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,_T,Total,_Z,Not applicable,2021,49,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2007,12,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2008,12,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2009,15,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2010,14,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2011,15,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2012,16,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2013,18,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2014,18,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2015,19,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2016,20,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2017,20,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2018,19,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2019,20,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2020,21,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2021,21,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2007,34,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2008,36,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2009,40,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2010,34,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2011,36,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2012,39,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2013,40,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2014,40,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2015,42,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2016,42,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2017,43,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2018,44,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2019,46,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2020,47,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2021,49,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2007,13,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2008,13,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2009,13,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2010,14,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2011,15,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2012,14,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2013,14,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2014,14,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2015,13,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2016,13,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2017,13,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2018,12,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2019,11,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2020,14,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2021,15,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2007,33,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2008,25,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2009,25,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2010,33,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2011,37,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2012,38,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2013,37,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2014,37,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2015,35,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2016,35,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2017,35,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2018,36,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2019,37,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2020,40,,,,0,
FIN,Finland,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,HOSPITAL,Hospital pharmaceutical market,_Z,Not applicable,2021,41,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2009,24.7,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2010,31.8,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2011,36.6,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2012,33.8,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2013,31,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2014,29,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2015,28.4,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2016,30.1,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2017,31.8,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2018,33.2,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2019,33,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2020,32.3,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2021,33.8,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2022,31.6,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2023,29.7,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2004,8.7,0,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2005,10.2,0,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2006,14.5,0,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2007,17.1,0,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2008,18,0,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2009,22.9,2,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2010,24.5,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2011,23.5,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2012,26.2,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2013,30.2,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2014,31.7,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2015,33.5,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2016,35.7,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2017,36.4,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2018,37.3,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2019,38.4,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2020,40.2,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2021,40.9,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2022,40.8,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,COMMUNITY,Community pharmacy market,_Z,Not applicable,2023,42,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,TPP,Third-party-payer market,_Z,Not applicable,2000,2.2,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,TPP,Third-party-payer market,_Z,Not applicable,2001,2.9,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,TPP,Third-party-payer market,_Z,Not applicable,2002,3.9,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,TPP,Third-party-payer market,_Z,Not applicable,2003,5.1,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,TPP,Third-party-payer market,_Z,Not applicable,2004,6.4,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,TPP,Third-party-payer market,_Z,Not applicable,2005,7.4,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,TPP,Third-party-payer market,_Z,Not applicable,2006,8.3,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,TPP,Third-party-payer market,_Z,Not applicable,2007,9.3,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,TPP,Third-party-payer market,_Z,Not applicable,2008,9.4,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,TPP,Third-party-payer market,_Z,Not applicable,2009,10.5,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,TPP,Third-party-payer market,_Z,Not applicable,2010,11.4,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,TPP,Third-party-payer market,_Z,Not applicable,2011,10.9,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,TPP,Third-party-payer market,_Z,Not applicable,2012,13.9,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,TPP,Third-party-payer market,_Z,Not applicable,2013,15.5,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,TPP,Third-party-payer market,_Z,Not applicable,2000,4.4,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,TPP,Third-party-payer market,_Z,Not applicable,2001,6,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,TPP,Third-party-payer market,_Z,Not applicable,2002,8,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,TPP,Third-party-payer market,_Z,Not applicable,2003,10.6,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,TPP,Third-party-payer market,_Z,Not applicable,2004,12.5,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,TPP,Third-party-payer market,_Z,Not applicable,2005,14.9,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,TPP,Third-party-payer market,_Z,Not applicable,2006,17.5,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,TPP,Third-party-payer market,_Z,Not applicable,2007,19.5,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,TPP,Third-party-payer market,_Z,Not applicable,2008,21.7,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,TPP,Third-party-payer market,_Z,Not applicable,2009,23.6,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,TPP,Third-party-payer market,_Z,Not applicable,2010,24.3,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,TPP,Third-party-payer market,_Z,Not applicable,2011,23,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,TPP,Third-party-payer market,_Z,Not applicable,2012,26.4,,,,0,
FRA,France,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VOL_M,Percentage of sales volume in the same market,TPP,Third-party-payer market,_Z,Not applicable,2013,30.2,,,,0,
DEU,Germany,PH_MARKET,Share of generics in respective pharmaceutical market,PT_SL_VAL_M,Percentage of sales value (turnover) in the same market,TPP,Third-party-payer market,_Z,Not applicable,2000,31.9,,,,0,
